2025-12-10T18:23:16.074Z [debug]: Order 6422654517483 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.074Z [debug]: Order 6422670016747 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.252Z [debug]: Order 6422890807531 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:16.253Z [debug]: Order 6422988980459 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.253Z [debug]: Order 6423041147115 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.253Z [debug]: Order 6423048454379 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.254Z [debug]: Order 6423050584299 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.254Z [debug]: Order 6423066050795 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.254Z [debug]: Order 6423119233259 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.254Z [debug]: Order 6423138173163 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.255Z [debug]: Order 6423149084907 (Date: 2025-08-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.255Z [debug]: Order 6423171530987 (Date: 2025-08-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.255Z [debug]: Order 6423185916139 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.255Z [debug]: Order 6423203021035 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.255Z [debug]: Order 6423233003755 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.256Z [debug]: Order 6423254270187 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.256Z [debug]: Order 6423269769451 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.436Z [debug]: Order 6423313416427 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:16.436Z [debug]: Order 6423341498603 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.437Z [debug]: Order 6423342383339 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.437Z [debug]: Order 6423346970859 (Date: 2025-08-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.437Z [debug]: Order 6423400513771 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.437Z [debug]: Order 6423411982571 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.438Z [debug]: Order 6423421419755 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.438Z [debug]: Order 6423464411371 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.438Z [debug]: Order 6423477551339 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.438Z [debug]: Order 6423487185131 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.438Z [debug]: Order 6423547707627 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.439Z [debug]: Order 6423559340267 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.618Z [debug]: Order 6423579721963 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.618Z [debug]: Order 6423585030379 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.619Z [debug]: Order 6423603478763 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.619Z [debug]: Order 6423646109931 (Date: 2025-08-27): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.799Z [debug]: Order 6423755620587 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:16.800Z [debug]: Order 6423758176491 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.800Z [debug]: Order 6423767056619 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:16.800Z [debug]: Order 6423769186539 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.801Z [debug]: Order 6423797661931 (Date: 2025-08-27): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:16.979Z [debug]: Order 6423802478827 (Date: 2025-08-27): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:09:35.055Z [debug]: Order 6128393126077 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:09:35.055Z [debug]: Order 6128448962749 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:09:35.055Z [debug]: Order 6129084727485 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:09:35.056Z [debug]: Order 6129084858557 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:09:35.056Z [debug]: Order 6129209573565 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:09:35.243Z [debug]: Order 6129272651965 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:09:35.244Z [debug]: Order 6129327669437 (Date: 2025-08-27): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:17:04.983Z [debug]: Order 6611442893107 (Date: 2025-08-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:17:05.248Z [debug]: Order 6611781026099 (Date: 2025-08-27): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-11T04:17:05.248Z [debug]: Order 6611825623347 (Date: 2025-08-27): Payment Gateways: [1 Razorpay] | isCOD: false | isPrepaid: true | Cancelled: false
