2025-12-17T05:37:26.907Z [debug]: Order 6744114397377 (Date: 2025-10-10): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.907Z [debug]: Order 6744440144065 (Date: 2025-10-10): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:26.907Z [debug]: Order 6744938578113 (Date: 2025-10-10): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:26.907Z [debug]: Order 6745080135873 (Date: 2025-10-10): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:38.931Z [debug]: Order 6501690540192 (Date: 2025-10-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:38.931Z [debug]: Order 6501756240032 (Date: 2025-10-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:38.931Z [debug]: Order 6502068813984 (Date: 2025-10-10): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.602Z [debug]: Order 6744114397377 (Date: 2025-10-10): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.603Z [debug]: Order 6744440144065 (Date: 2025-10-10): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:39.603Z [debug]: Order 6744938578113 (Date: 2025-10-10): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:39.603Z [debug]: Order 6745080135873 (Date: 2025-10-10): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
