2025-12-17T05:37:27.478Z [debug]: Order 6760288059585 (Date: 2025-10-17): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:41.341Z [debug]: Order 6509777387680 (Date: 2025-10-17): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:41.341Z [debug]: Order 6510022361248 (Date: 2025-10-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:41.341Z [debug]: Order 6510099169440 (Date: 2025-10-17): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:41.341Z [debug]: Order 6510255210656 (Date: 2025-10-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:41.544Z [debug]: Order 6510272479392 (Date: 2025-10-17): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:41.545Z [debug]: Order 6510300758176 (Date: 2025-10-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:41.545Z [debug]: Order 6510320124064 (Date: 2025-10-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:41.545Z [debug]: Order 6510501953696 (Date: 2025-10-17): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:41.754Z [debug]: Order 6510834090144 (Date: 2025-10-17): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.218Z [debug]: Order 6760288059585 (Date: 2025-10-17): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
