2025-12-10T18:23:20.290Z [debug]: Order 6080201195755 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.290Z [debug]: Order 6080208404715 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.290Z [debug]: Order 6080429818091 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.290Z [debug]: Order 6080559251691 (Date: 2025-01-28): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:20.290Z [debug]: Order 6080603226347 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.290Z [debug]: Order 6080605356267 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.290Z [debug]: Order 6080632324331 (Date: 2025-01-28): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080662765803 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080667877611 (Date: 2025-01-28): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080694714603 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080704839915 (Date: 2025-01-28): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080712507627 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080720240875 (Date: 2025-01-28): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:20.291Z [debug]: Order 6080752222443 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.292Z [debug]: Order 6080753271019 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:20.292Z [debug]: Order 6080763625707 (Date: 2025-01-28): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
