2025-12-17T05:37:25.072Z [debug]: Order 6244710580417 (Date: 2024-12-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.072Z [debug]: Order 6245380882625 (Date: 2024-12-20): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.072Z [debug]: Order 6245486854337 (Date: 2024-12-20): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:02.719Z [debug]: Order 6122155573408 (Date: 2024-12-20): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:02.719Z [debug]: Order 6122577821856 (Date: 2024-12-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:02.720Z [debug]: Order 6122587062432 (Date: 2024-12-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:02.720Z [debug]: Order 6122865295520 (Date: 2024-12-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:02.720Z [debug]: Order 6123043061920 (Date: 2024-12-20): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:02.720Z [debug]: Order 6123209982112 (Date: 2024-12-20): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.981Z [debug]: Order 6244710580417 (Date: 2024-12-20): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.981Z [debug]: Order 6245380882625 (Date: 2024-12-20): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:37.981Z [debug]: Order 6245486854337 (Date: 2024-12-20): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
