2025-12-17T05:37:30.738Z [debug]: Order 6375842382017 (Date: 2025-03-16): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.038Z [debug]: Order 6235240857760 (Date: 2025-03-16): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:09.039Z [debug]: Order 6235623719072 (Date: 2025-03-16): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.039Z [debug]: Order 6235698495648 (Date: 2025-03-16): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.039Z [debug]: Order 6235751153824 (Date: 2025-03-16): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.241Z [debug]: Order 6235785330848 (Date: 2025-03-16): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:09.242Z [debug]: Order 6235788017824 (Date: 2025-03-16): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:09.242Z [debug]: Order 6235799158944 (Date: 2025-03-16): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:09.242Z [debug]: Order 6236374073504 (Date: 2025-03-16): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:09.242Z [debug]: Order 6236397961376 (Date: 2025-03-16): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:43.582Z [debug]: Order 6375842382017 (Date: 2025-03-16): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
