2025-12-10T18:16:01.036Z [debug]: Order 5654490972395 (Date: 2024-02-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:01.037Z [debug]: Order 5654727721195 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.037Z [debug]: Order 5654875013355 (Date: 2024-02-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:01.037Z [debug]: Order 5654935240939 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.037Z [debug]: Order 5654960996587 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.038Z [debug]: Order 5654970302699 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.038Z [debug]: Order 5655000580331 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.193Z [debug]: Order 5655001825515 (Date: 2024-02-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:01.194Z [debug]: Order 5655019651307 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.194Z [debug]: Order 5655027745003 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.195Z [debug]: Order 5655032594667 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.195Z [debug]: Order 5655033774315 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.195Z [debug]: Order 5655063986411 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.195Z [debug]: Order 5655072473323 (Date: 2024-02-29): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.196Z [debug]: Order 5655092101355 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.351Z [debug]: Order 5655096066283 (Date: 2024-02-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:16:01.352Z [debug]: Order 5655107272939 (Date: 2024-02-29): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.352Z [debug]: Order 5655108124907 (Date: 2024-02-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:01.352Z [debug]: Order 5655109140715 (Date: 2024-02-29): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:01.504Z [debug]: Order 5655117136107 (Date: 2024-02-29): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
