2025-12-17T05:37:25.749Z [debug]: Order 6687138218177 (Date: 2025-09-11): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.749Z [debug]: Order 6687626854593 (Date: 2025-09-11): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:25.749Z [debug]: Order 6687908659393 (Date: 2025-09-11): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:29.617Z [debug]: Order 6463835013280 (Date: 2025-09-11): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:29.823Z [debug]: Order 6463859327136 (Date: 2025-09-11): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:29.826Z [debug]: Order 6464018251936 (Date: 2025-09-11): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:29.826Z [debug]: Order 6464021823648 (Date: 2025-09-11): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:29.827Z [debug]: Order 6464101974176 (Date: 2025-09-11): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:30.027Z [debug]: Order 6464270827680 (Date: 2025-09-11): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:30.027Z [debug]: Order 6464471531680 (Date: 2025-09-11): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.470Z [debug]: Order 6687138218177 (Date: 2025-09-11): Payment Gateways: [PayGlocal: Card Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.470Z [debug]: Order 6687626854593 (Date: 2025-09-11): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:38.470Z [debug]: Order 6687908659393 (Date: 2025-09-11): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
