2025-12-10T18:23:18.958Z [debug]: Order 6076037726443 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:18.958Z [debug]: Order 6076357050603 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076382511339 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076409381099 (Date: 2025-01-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076465840363 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076467970283 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076470231275 (Date: 2025-01-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076495986923 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:18.959Z [debug]: Order 6076543140075 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:19.153Z [debug]: Order 6076556083435 (Date: 2025-01-24): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:19.154Z [debug]: Order 6076592816363 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:19.154Z [debug]: Order 6076603400427 (Date: 2025-01-24): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
