2025-12-10T18:14:53.514Z [debug]: Order 5583472853227 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:53.515Z [debug]: Order 5583523021035 (Date: 2024-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:53.515Z [debug]: Order 5583674540267 (Date: 2024-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:53.676Z [debug]: Order 5583817638123 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:14:53.677Z [debug]: Order 5583823503595 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:53.677Z [debug]: Order 5583842148587 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:53.678Z [debug]: Order 5583856763115 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:53.678Z [debug]: Order 5583858729195 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:14:53.678Z [debug]: Order 5583879897323 (Date: 2024-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:53.678Z [debug]: Order 5583887007979 (Date: 2024-01-02): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:14:53.869Z [debug]: Order 5583887466731 (Date: 2024-01-02): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
