2025-12-17T05:37:27.893Z [debug]: Order 6572327272641 (Date: 2025-07-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.893Z [debug]: Order 6572431311041 (Date: 2025-07-08): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:37:27.893Z [debug]: Order 6572507332801 (Date: 2025-07-08): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.599Z [debug]: Order 6379355963552 (Date: 2025-07-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.600Z [debug]: Order 6379383914656 (Date: 2025-07-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.600Z [debug]: Order 6379434377376 (Date: 2025-07-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.600Z [debug]: Order 6379438276768 (Date: 2025-07-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.600Z [debug]: Order 6379462361248 (Date: 2025-07-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:40.775Z [debug]: Order 6379498406048 (Date: 2025-07-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:40.775Z [debug]: Order 6379588255904 (Date: 2025-07-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:40.776Z [debug]: Order 6379677417632 (Date: 2025-07-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:40.954Z [debug]: Order 6379734565024 (Date: 2025-07-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.955Z [debug]: Order 6380001820832 (Date: 2025-07-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:40.955Z [debug]: Order 6380039995552 (Date: 2025-07-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.036Z [debug]: Order 6572327272641 (Date: 2025-07-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.036Z [debug]: Order 6572431311041 (Date: 2025-07-08): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.037Z [debug]: Order 6572507332801 (Date: 2025-07-08): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
