2025-12-10T18:17:21.759Z [debug]: Order 5793558233323 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:21.759Z [debug]: Order 5793631600875 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:21.953Z [debug]: Order 5793788494059 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:21.953Z [debug]: Order 5793859371243 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:21.953Z [debug]: Order 5793900888299 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.120Z [debug]: Order 5793913635051 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:22.277Z [debug]: Order 5793921958123 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:22.277Z [debug]: Order 5793932542187 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.277Z [debug]: Order 5793953841387 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.277Z [debug]: Order 5793967538411 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.278Z [debug]: Order 5793982611691 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.278Z [debug]: Order 5793984217323 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.278Z [debug]: Order 5793986150635 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:22.278Z [debug]: Order 5793992605931 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:22.278Z [debug]: Order 5793996472555 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.278Z [debug]: Order 5794014724331 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.451Z [debug]: Order 5794017116395 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:22.452Z [debug]: Order 5794022523115 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.452Z [debug]: Order 5794036875499 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.452Z [debug]: Order 5794054799595 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.452Z [debug]: Order 5794066989291 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.453Z [debug]: Order 5794084618475 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.453Z [debug]: Order 5794090483947 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:22.453Z [debug]: Order 5794105032939 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.453Z [debug]: Order 5794141012203 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.453Z [debug]: Order 5794167619819 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.610Z [debug]: Order 5794169979115 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:22.611Z [debug]: Order 5794175320299 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.611Z [debug]: Order 5794178728171 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.611Z [debug]: Order 5794204254443 (Date: 2024-06-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:22.611Z [debug]: Order 5794221457643 (Date: 2024-06-23): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
