2025-12-17T05:37:22.594Z [debug]: Order 6403497754817 (Date: 2025-04-03): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:22.594Z [debug]: Order 6403630563521 (Date: 2025-04-03): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:22.594Z [debug]: Order 6403730997441 (Date: 2025-04-03): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:22.594Z [debug]: Order 6403895591105 (Date: 2025-04-03): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-17T05:50:19.891Z [debug]: Order 6257077485728 (Date: 2025-04-03): Payment Gateways: [Cards, UPI, NB by PayU India, manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:20.065Z [debug]: Order 6257435639968 (Date: 2025-04-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:20.065Z [debug]: Order 6257476698272 (Date: 2025-04-03): Payment Gateways: [Cash on Delivery (COD), manual] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:20.065Z [debug]: Order 6257507598496 (Date: 2025-04-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:20.066Z [debug]: Order 6257535582368 (Date: 2025-04-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:20.066Z [debug]: Order 6257552523424 (Date: 2025-04-03): Payment Gateways: [Cards, UPI, NB by PayU India, Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:20.066Z [debug]: Order 6258071732384 (Date: 2025-04-03): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:20.066Z [debug]: Order 6258326339744 (Date: 2025-04-03): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:20.066Z [debug]: Order 6258332139680 (Date: 2025-04-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:34.471Z [debug]: Order 6403497754817 (Date: 2025-04-03): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:34.471Z [debug]: Order 6403630563521 (Date: 2025-04-03): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:34.471Z [debug]: Order 6403730997441 (Date: 2025-04-03): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:34.471Z [debug]: Order 6403895591105 (Date: 2025-04-03): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
