2025-12-10T18:15:11.280Z [debug]: Order 5613916422379 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:11.280Z [debug]: Order 5613944373483 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.281Z [debug]: Order 5614042448107 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.281Z [debug]: Order 5614331560171 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.281Z [debug]: Order 5614389068011 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.281Z [debug]: Order 5614400733419 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.453Z [debug]: Order 5614400962795 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:11.454Z [debug]: Order 5614409908459 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.454Z [debug]: Order 5614428389611 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.455Z [debug]: Order 5614438187243 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.455Z [debug]: Order 5614448738539 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.455Z [debug]: Order 5614455816427 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.455Z [debug]: Order 5614471938283 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.455Z [debug]: Order 5614480031979 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.456Z [debug]: Order 5614484160747 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.456Z [debug]: Order 5614484291819 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.456Z [debug]: Order 5614489796843 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.456Z [debug]: Order 5614495891691 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.456Z [debug]: Order 5614497235179 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.457Z [debug]: Order 5614535049451 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.457Z [debug]: Order 5614540390635 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.616Z [debug]: Order 5614558609643 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:11.617Z [debug]: Order 5614565392619 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.617Z [debug]: Order 5614573912299 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.617Z [debug]: Order 5614596686059 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.617Z [debug]: Order 5614599602411 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.618Z [debug]: Order 5614644494571 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.618Z [debug]: Order 5614662385899 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.618Z [debug]: Order 5614675493099 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.618Z [debug]: Order 5614675689707 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.618Z [debug]: Order 5614686241003 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.619Z [debug]: Order 5614695514347 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.619Z [debug]: Order 5614745944299 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.619Z [debug]: Order 5614757282027 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.619Z [debug]: Order 5614762131691 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.619Z [debug]: Order 5614769078507 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.620Z [debug]: Order 5614775730411 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.620Z [debug]: Order 5614778220779 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.620Z [debug]: Order 5614797521131 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD), Cashfree Payments] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.620Z [debug]: Order 5614801453291 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:11.621Z [debug]: Order 5614822293739 (Date: 2024-01-21): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:11.621Z [debug]: Order 5614862794987 (Date: 2024-01-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
