2025-12-17T05:37:27.346Z [debug]: Order 6317970817217 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:27.346Z [debug]: Order 6318011154625 (Date: 2025-02-08): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.346Z [debug]: Order 6318101561537 (Date: 2025-02-08): Payment Gateways: [Gokwik Netbanking] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.346Z [debug]: Order 6318178631873 (Date: 2025-02-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.347Z [debug]: Order 6318199996609 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:27.347Z [debug]: Order 6318238597313 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:27.347Z [debug]: Order 6318297088193 (Date: 2025-02-08): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:27.347Z [debug]: Order 6318363869377 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:27.529Z [debug]: Order 6318616314049 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:37:27.529Z [debug]: Order 6318618837185 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:27.712Z [debug]: Order 6318641414337 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:06.555Z [debug]: Order 6183881441440 (Date: 2025-02-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:06.555Z [debug]: Order 6184269054112 (Date: 2025-02-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:06.555Z [debug]: Order 6184448491680 (Date: 2025-02-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:06.555Z [debug]: Order 6184709357728 (Date: 2025-02-08): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:06.556Z [debug]: Order 6184758280352 (Date: 2025-02-08): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6317970817217 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318011154625 (Date: 2025-02-08): Payment Gateways: [Razorpay Secure] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318101561537 (Date: 2025-02-08): Payment Gateways: [Gokwik Netbanking] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318178631873 (Date: 2025-02-08): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318199996609 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318238597313 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318297088193 (Date: 2025-02-08): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:40.265Z [debug]: Order 6318363869377 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.453Z [debug]: Order 6318616314049 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:25:40.454Z [debug]: Order 6318618837185 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:40.632Z [debug]: Order 6318641414337 (Date: 2025-02-08): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
