2025-12-17T05:37:29.118Z [debug]: Order 6834710413505 (Date: 2025-11-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:29.118Z [debug]: Order 6836305887425 (Date: 2025-11-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:37:29.118Z [debug]: Order 6836455243969 (Date: 2025-11-21): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:50.919Z [debug]: Order 6557603037344 (Date: 2025-11-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:50.919Z [debug]: Order 6557762650272 (Date: 2025-11-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:50.919Z [debug]: Order 6557817536672 (Date: 2025-11-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:50.920Z [debug]: Order 6557980328096 (Date: 2025-11-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:50.920Z [debug]: Order 6557993959584 (Date: 2025-11-21): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:50.920Z [debug]: Order 6558084595872 (Date: 2025-11-21): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:51.132Z [debug]: Order 6558425776288 (Date: 2025-11-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:51.132Z [debug]: Order 6558940725408 (Date: 2025-11-21): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.889Z [debug]: Order 6834710413505 (Date: 2025-11-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.890Z [debug]: Order 6836305887425 (Date: 2025-11-21): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:41.890Z [debug]: Order 6836455243969 (Date: 2025-11-21): Payment Gateways: [Gokwik Cards] | isCOD: false | isPrepaid: true | Cancelled: false
