2025-12-10T18:16:32.177Z [debug]: Order 5853373137131 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.177Z [debug]: Order 5853413409003 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.177Z [debug]: Order 5853464068331 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.177Z [debug]: Order 5853490512107 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.178Z [debug]: Order 5853526556907 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.178Z [debug]: Order 5853606510827 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.365Z [debug]: Order 5853607592171 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.365Z [debug]: Order 5853683319019 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.366Z [debug]: Order 5853844373739 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.366Z [debug]: Order 5853855973611 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.366Z [debug]: Order 5853856989419 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.366Z [debug]: Order 5853877207275 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.366Z [debug]: Order 5853896016107 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.366Z [debug]: Order 5853897785579 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.367Z [debug]: Order 5853898604779 (Date: 2024-08-06): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:16:32.367Z [debug]: Order 5853900341483 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.367Z [debug]: Order 5853905191147 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.367Z [debug]: Order 5853906108651 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:16:32.367Z [debug]: Order 5853913415915 (Date: 2024-08-06): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
