2025-12-17T05:35:44.440Z [debug]: Order 5971538182337 (Date: 2024-07-03): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:35:44.440Z [debug]: Order 5971724730561 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:35:44.676Z [debug]: Order 5971847839937 (Date: 2024-07-03): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:35:44.677Z [debug]: Order 5972067057857 (Date: 2024-07-03): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:28.410Z [debug]: Order 5873672749216 (Date: 2024-07-03): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:48:28.410Z [debug]: Order 5874212536480 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.410Z [debug]: Order 5874469011616 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.410Z [debug]: Order 5874483134624 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.410Z [debug]: Order 5874483331232 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.411Z [debug]: Order 5874801148064 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.411Z [debug]: Order 5874847711392 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:48:28.411Z [debug]: Order 5874929139872 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:58.592Z [debug]: Order 5971538182337 (Date: 2024-07-03): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:23:58.592Z [debug]: Order 5971724730561 (Date: 2024-07-03): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:23:58.782Z [debug]: Order 5971847839937 (Date: 2024-07-03): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T06:23:58.782Z [debug]: Order 5972067057857 (Date: 2024-07-03): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
