2025-12-10T18:23:56.877Z [debug]: Order 6521179603179 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521224495339 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521232228587 (Date: 2025-10-23): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521529041131 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521544114411 (Date: 2025-10-23): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521570558187 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521600966891 (Date: 2025-10-23): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521632948459 (Date: 2025-10-23): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:56.877Z [debug]: Order 6521638617323 (Date: 2025-10-23): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521673679083 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521694552299 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521708249323 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521710051563 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521766543595 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521818775787 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521847087339 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521855115499 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6521935298795 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.878Z [debug]: Order 6522021773547 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.879Z [debug]: Order 6522062078187 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:56.879Z [debug]: Order 6522133643499 (Date: 2025-10-23): Payment Gateways: [Ecom360 - Prepaid] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:23:57.158Z [debug]: Order 6522150125803 (Date: 2025-10-23): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:23:57.159Z [debug]: Order 6522271138027 (Date: 2025-10-23): Payment Gateways: [Cash On Delivery] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:10:00.596Z [debug]: Order 6207697518781 (Date: 2025-10-23): Payment Gateways: [cash_on_delivery] | isCOD: true | isPrepaid: false | Cancelled: false
