2025-12-10T18:17:49.746Z [debug]: Order 5830099566827 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:49.746Z [debug]: Order 5830104023275 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830121980139 (Date: 2024-07-24): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830127124715 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830127452395 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830136430827 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830149308651 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830175850731 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830185877739 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830194659563 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830260621547 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830439141611 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830446678251 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830468075755 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830519324907 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.747Z [debug]: Order 5830522765547 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.904Z [debug]: Order 5830525419755 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:49.905Z [debug]: Order 5830537445611 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.905Z [debug]: Order 5830538559723 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.906Z [debug]: Order 5830541476075 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.906Z [debug]: Order 5830545670379 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.906Z [debug]: Order 5830558777579 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.906Z [debug]: Order 5830561399019 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830563987691 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830594298091 (Date: 2024-07-24): Payment Gateways: [] | isCOD: false | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830609797355 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830613106923 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830629163243 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830630867179 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.907Z [debug]: Order 5830652592363 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830655148267 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830658490603 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830661636331 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830691619051 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830691717355 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830693650667 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.908Z [debug]: Order 5830707708139 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.909Z [debug]: Order 5830732251371 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.909Z [debug]: Order 5830732710123 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.909Z [debug]: Order 5830732808427 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:49.909Z [debug]: Order 5830734381291 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.068Z [debug]: Order 5830747816171 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:50.068Z [debug]: Order 5830750666987 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.068Z [debug]: Order 5830755188971 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.069Z [debug]: Order 5830784778475 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.069Z [debug]: Order 5830787334379 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.069Z [debug]: Order 5830798082283 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.069Z [debug]: Order 5830820266219 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.069Z [debug]: Order 5830834979051 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.226Z [debug]: Order 5830836814059 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:17:50.226Z [debug]: Order 5830843138283 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.226Z [debug]: Order 5830843171051 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.227Z [debug]: Order 5830862209259 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.227Z [debug]: Order 5830865027307 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.227Z [debug]: Order 5830873153771 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.227Z [debug]: Order 5830884524267 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.227Z [debug]: Order 5830892159211 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.228Z [debug]: Order 5830892323051 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.228Z [debug]: Order 5830903398635 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.228Z [debug]: Order 5830914441451 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.228Z [debug]: Order 5830918177003 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.228Z [debug]: Order 5830927319275 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.229Z [debug]: Order 5830987677931 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.229Z [debug]: Order 5831009632491 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.229Z [debug]: Order 5831017595115 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.229Z [debug]: Order 5831022608619 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.229Z [debug]: Order 5831025852651 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831033454827 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831059767531 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831062913259 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831063175403 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831068844267 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831073333483 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:50.230Z [debug]: Order 5831126843627 (Date: 2024-07-24): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-11T04:16:26.671Z [debug]: Order 5983011373363 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:16:26.841Z [debug]: Order 5983233212723 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:16:27.009Z [debug]: Order 5983298584883 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:16:27.179Z [debug]: Order 5983307202867 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:16:27.179Z [debug]: Order 5983329255731 (Date: 2024-07-24): Payment Gateways: [Cash on Delivery (COD), manual] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-11T04:16:27.345Z [debug]: Order 5983353209139 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:16:27.515Z [debug]: Order 5983353241907 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
2025-12-11T04:16:27.685Z [debug]: Order 5983353307443 (Date: 2024-07-24): Payment Gateways: [CCAvenue] | isCOD: false | isPrepaid: true | Cancelled: true
