2025-12-10T18:17:44.038Z [debug]: Order 5824310542571 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.038Z [debug]: Order 5824338395371 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.038Z [debug]: Order 5824363167979 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.039Z [debug]: Order 5824382861547 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.039Z [debug]: Order 5824386138347 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.039Z [debug]: Order 5824388399339 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.039Z [debug]: Order 5824585695467 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.039Z [debug]: Order 5824661815531 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824672792811 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824726860011 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824762282219 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824777257195 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824778404075 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824781189355 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824787316971 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.040Z [debug]: Order 5824804389099 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824812876011 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824816349419 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824823230699 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824830046443 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824840466667 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824847773931 (Date: 2024-07-19): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:17:44.041Z [debug]: Order 5824859734251 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:17:44.042Z [debug]: Order 5824863961323 (Date: 2024-07-19): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
