2025-12-17T05:37:23.555Z [debug]: Order 6622708662465 (Date: 2025-08-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:37:23.555Z [debug]: Order 6622745100481 (Date: 2025-08-07): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:14.773Z [debug]: Order 6418766102688 (Date: 2025-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:14.773Z [debug]: Order 6419203489952 (Date: 2025-08-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:14.774Z [debug]: Order 6419269746848 (Date: 2025-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T05:50:14.774Z [debug]: Order 6419430932640 (Date: 2025-08-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:14.774Z [debug]: Order 6419453935776 (Date: 2025-08-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:14.774Z [debug]: Order 6419619348640 (Date: 2025-08-07): Payment Gateways: [Cards, UPI, NB by PayU India] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T05:50:14.976Z [debug]: Order 6419841941664 (Date: 2025-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-17T05:50:14.977Z [debug]: Order 6419842236576 (Date: 2025-08-07): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-17T06:25:36.223Z [debug]: Order 6622708662465 (Date: 2025-08-07): Payment Gateways: [Gokwik UPI] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-17T06:25:36.223Z [debug]: Order 6622745100481 (Date: 2025-08-07): Payment Gateways: [PayGlocal] | isCOD: false | isPrepaid: true | Cancelled: false
