2025-12-10T18:15:51.611Z [debug]: Order 5643657806059 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.611Z [debug]: Order 5643664228587 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.611Z [debug]: Order 5643742281963 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.611Z [debug]: Order 5643969659115 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.611Z [debug]: Order 5643990696171 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644018548971 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644023234795 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644026085611 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644036866283 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644038177003 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644047515883 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.612Z [debug]: Order 5644058722539 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644081037547 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644088049899 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644090704107 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644097421547 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644100567275 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644108628203 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644113838315 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.613Z [debug]: Order 5644116197611 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.614Z [debug]: Order 5644116787435 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.614Z [debug]: Order 5644126552299 (Date: 2024-02-18): Payment Gateways: [gift_card, Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.614Z [debug]: Order 5644126814443 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.614Z [debug]: Order 5644127404267 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.614Z [debug]: Order 5644128026859 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.614Z [debug]: Order 5644130975979 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.770Z [debug]: Order 5644137726187 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:51.771Z [debug]: Order 5644138610923 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.771Z [debug]: Order 5644140806379 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.771Z [debug]: Order 5644145754347 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.772Z [debug]: Order 5644156633323 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.772Z [debug]: Order 5644156698859 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.772Z [debug]: Order 5644165251307 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.772Z [debug]: Order 5644189729003 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.772Z [debug]: Order 5644203524331 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.773Z [debug]: Order 5644207948011 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.773Z [debug]: Order 5644214927595 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.773Z [debug]: Order 5644215877867 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.773Z [debug]: Order 5644230918379 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.926Z [debug]: Order 5644236849387 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:51.926Z [debug]: Order 5644242977003 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.927Z [debug]: Order 5644274499819 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.927Z [debug]: Order 5644310675691 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:51.927Z [debug]: Order 5644312051947 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:51.927Z [debug]: Order 5644332237035 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.106Z [debug]: Order 5644333842667 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:52.262Z [debug]: Order 5644347801835 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: true
2025-12-10T18:15:52.263Z [debug]: Order 5644369494251 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.263Z [debug]: Order 5644383715563 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.263Z [debug]: Order 5644394135787 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:52.264Z [debug]: Order 5644395118827 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.264Z [debug]: Order 5644396003563 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.264Z [debug]: Order 5644448825579 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:52.264Z [debug]: Order 5644478939371 (Date: 2024-02-18): Payment Gateways: [manual] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.264Z [debug]: Order 5644486312171 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.265Z [debug]: Order 5644489916651 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:52.265Z [debug]: Order 5644492898539 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.265Z [debug]: Order 5644495388907 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
2025-12-10T18:15:52.265Z [debug]: Order 5644539265259 (Date: 2024-02-18): Payment Gateways: [Cash on Delivery (COD)] | isCOD: true | isPrepaid: false | Cancelled: false
2025-12-10T18:15:52.266Z [debug]: Order 5644540051691 (Date: 2024-02-18): Payment Gateways: [Cashfree Payments] | isCOD: false | isPrepaid: true | Cancelled: false
